10,35
9,34
13,43
11,58
9,9
11,0
7,25
14,58
10,1
11,34
13,9
9,57
8,51
9,0
4,45
10,24
8,53
8,45
16,53
16,40
9,43
20,30
19,14
19,24
14,34
13,7
10,4
12,47
9,20
21,25
18,4
18,14
13,39
9,55
16,23
21,38
4,54
17,0
14,41
13,38
6,45
31,34
16,34
14,29
21,19
